,Class,x1,y1,x2,y2,Frame
12,laptop,726,372,846,480,frame2466.jpg
15,laptop,548,379,716,466,frame2466.jpg
16,laptop,586,425,810,700,frame2466.jpg
1,keyboard,638,566,722,672,frame2467.jpg
2,cell phone,344,303,376,331,frame2467.jpg
3,cell phone,370,534,417,568,frame2467.jpg
6,laptop,192,384,463,538,frame2467.jpg
10,laptop,726,372,850,483,frame2467.jpg
13,laptop,549,379,716,465,frame2467.jpg
14,laptop,586,424,810,700,frame2467.jpg
0,cell phone,229,301,260,342,frame2468.jpg
2,keyboard,638,565,722,672,frame2468.jpg
3,mouse,734,576,778,618,frame2468.jpg
4,cell phone,370,534,417,568,frame2468.jpg
5,cell phone,344,304,376,332,frame2468.jpg
9,laptop,192,383,463,538,frame2468.jpg
11,laptop,726,372,860,487,frame2468.jpg
15,laptop,550,379,716,466,frame2468.jpg
16,laptop,586,426,810,700,frame2468.jpg
1,keyboard,638,565,722,672,frame2469.jpg
2,tie,884,508,948,717,frame2469.jpg
3,mouse,370,534,417,568,frame2469.jpg
4,cell phone,343,304,376,332,frame2469.jpg
5,cell phone,370,534,417,568,frame2469.jpg
8,laptop,193,383,463,538,frame2469.jpg
12,laptop,726,372,860,486,frame2469.jpg
15,laptop,550,380,716,466,frame2469.jpg
16,laptop,586,424,810,700,frame2469.jpg
0,keyboard,304,463,388,524,frame2470.jpg
1,keyboard,638,566,722,672,frame2470.jpg
3,tie,881,508,946,716,frame2470.jpg
4,mouse,370,534,417,568,frame2470.jpg
5,cell phone,370,534,417,568,frame2470.jpg
6,cell phone,345,303,377,331,frame2470.jpg
9,laptop,192,384,464,538,frame2470.jpg
12,laptop,726,372,864,488,frame2470.jpg
16,laptop,549,379,715,465,frame2470.jpg
17,laptop,586,424,810,700,frame2470.jpg
0,tie,883,506,945,716,frame2471.jpg
2,keyboard,638,565,722,671,frame2471.jpg
3,cell phone,370,534,417,568,frame2471.jpg
4,cell phone,344,302,376,330,frame2471.jpg
7,laptop,193,383,463,538,frame2471.jpg
10,laptop,726,372,868,490,frame2471.jpg
14,laptop,549,379,715,466,frame2471.jpg
15,laptop,586,425,810,700,frame2471.jpg
0,keyboard,638,565,722,671,frame2472.jpg
2,cell phone,370,534,417,568,frame2472.jpg
3,cell phone,346,303,377,331,frame2472.jpg
7,laptop,194,384,464,538,frame2472.jpg
9,laptop,726,372,866,490,frame2472.jpg
13,laptop,549,380,715,466,frame2472.jpg
14,laptop,586,425,810,700,frame2472.jpg
0,keyboard,288,462,392,525,frame2473.jpg
2,keyboard,638,566,722,672,frame2473.jpg
3,tie,884,509,952,715,frame2473.jpg
4,cell phone,370,534,417,568,frame2473.jpg
5,mouse,370,535,416,567,frame2473.jpg
6,cell phone,346,303,376,331,frame2473.jpg
10,laptop,192,383,464,538,frame2473.jpg
12,laptop,726,372,870,490,frame2473.jpg
16,laptop,549,380,715,466,frame2473.jpg
17,laptop,586,425,810,700,frame2473.jpg
0,keyboard,296,462,392,524,frame2474.jpg
1,keyboard,637,565,722,672,frame2474.jpg
3,tie,886,506,954,714,frame2474.jpg
4,cell phone,370,534,417,568,frame2474.jpg
5,cell phone,346,303,376,330,frame2474.jpg
9,laptop,193,384,463,538,frame2474.jpg
12,laptop,726,372,870,490,frame2474.jpg
15,laptop,549,380,715,466,frame2474.jpg
16,laptop,586,425,810,700,frame2474.jpg
0,keyboard,638,565,722,672,frame2475.jpg
2,cell phone,346,304,376,332,frame2475.jpg
3,tie,886,506,954,714,frame2475.jpg
4,cell phone,370,534,417,568,frame2475.jpg
8,laptop,192,382,464,538,frame2475.jpg
12,laptop,726,372,870,490,frame2475.jpg
14,laptop,549,380,715,466,frame2475.jpg
15,laptop,586,425,810,700,frame2475.jpg
1,keyboard,636,564,722,672,frame2476.jpg
2,tie,884,506,948,716,frame2476.jpg
3,cell phone,370,534,417,568,frame2476.jpg
4,cell phone,346,312,372,334,frame2476.jpg
7,laptop,201,380,464,540,frame2476.jpg
11,laptop,726,372,866,490,frame2476.jpg
14,laptop,550,379,716,466,frame2476.jpg
15,laptop,586,425,809,700,frame2476.jpg
1,tie,885,504,946,714,frame2477.jpg
2,keyboard,637,565,722,672,frame2477.jpg
3,cell phone,370,534,417,568,frame2477.jpg
4,cell phone,346,312,372,336,frame2477.jpg
9,laptop,191,382,464,538,frame2477.jpg
10,laptop,726,372,862,488,frame2477.jpg
14,laptop,549,379,716,466,frame2477.jpg
15,laptop,586,426,810,700,frame2477.jpg
0,keyboard,294,462,392,524,frame2478.jpg
2,keyboard,638,566,722,672,frame2478.jpg
3,mouse,370,535,417,568,frame2478.jpg
4,tie,888,504,946,648,frame2478.jpg
5,cell phone,370,534,417,568,frame2478.jpg
6,cell phone,346,314,374,338,frame2478.jpg
9,laptop,192,383,464,538,frame2478.jpg
13,laptop,725,373,843,479,frame2478.jpg
15,laptop,550,379,716,466,frame2478.jpg
17,laptop,586,425,810,700,frame2478.jpg
0,cell phone,326,307,352,335,frame2479.jpg
1,keyboard,636,569,724,675,frame2479.jpg
4,tie,888,506,944,648,frame2479.jpg
5,cell phone,370,534,417,568,frame2479.jpg
6,cell phone,345,314,375,337,frame2479.jpg
10,laptop,194,383,463,538,frame2479.jpg
14,laptop,726,372,838,478,frame2479.jpg
16,laptop,549,380,715,466,frame2479.jpg
17,laptop,586,425,810,700,frame2479.jpg
0,keyboard,636,570,724,675,frame2480.jpg
1,tie,892,514,944,654,frame2480.jpg
5,cell phone,370,534,417,568,frame2480.jpg
7,cell phone,342,314,384,336,frame2480.jpg
10,laptop,193,384,464,538,frame2480.jpg
13,laptop,726,372,822,476,frame2480.jpg
17,laptop,549,380,716,466,frame2480.jpg
18,laptop,586,426,810,700,frame2480.jpg
0,keyboard,638,564,722,672,frame2481.jpg
1,tie,893,533,936,662,frame2481.jpg
3,tie,884,325,906,373,frame2481.jpg
4,cell phone,370,534,417,568,frame2481.jpg
5,cell phone,344,313,384,336,frame2481.jpg
8,laptop,194,383,463,537,frame2481.jpg
11,laptop,724,372,802,451,frame2481.jpg
15,laptop,549,380,716,466,frame2481.jpg
18,laptop,586,426,810,700,frame2481.jpg
0,tie,884,326,905,379,frame2482.jpg
1,keyboard,637,565,722,672,frame2482.jpg
3,cell phone,370,534,416,568,frame2482.jpg
4,tie,890,535,930,658,frame2482.jpg
5,cell phone,343,313,381,336,frame2482.jpg
8,laptop,194,383,463,537,frame2482.jpg
11,laptop,725,372,798,450,frame2482.jpg
16,laptop,549,380,715,465,frame2482.jpg
18,laptop,586,425,810,699,frame2482.jpg
0,keyboard,272,462,394,526,frame2483.jpg
1,keyboard,636,564,722,672,frame2483.jpg
3,cell phone,370,534,416,567,frame2483.jpg
4,cell phone,346,314,379,335,frame2483.jpg
8,laptop,262,382,464,536,frame2483.jpg
9,laptop,726,372,794,440,frame2483.jpg
14,laptop,550,380,716,466,frame2483.jpg
17,laptop,586,426,811,700,frame2483.jpg
0,keyboard,265,461,396,528,frame2484.jpg
1,keyboard,636,564,722,672,frame2484.jpg
4,cell phone,370,534,417,568,frame2484.jpg
5,laptop,725,372,787,423,frame2484.jpg
6,cell phone,346,314,380,335,frame2484.jpg
10,laptop,263,382,463,536,frame2484.jpg
15,laptop,549,380,716,466,frame2484.jpg
18,laptop,586,424,810,700,frame2484.jpg
0,cell phone,229,300,261,342,frame2485.jpg
2,keyboard,266,461,395,528,frame2485.jpg
3,keyboard,637,564,722,672,frame2485.jpg
4,laptop,726,372,786,422,frame2485.jpg
6,mouse,370,534,416,568,frame2485.jpg
7,cell phone,370,534,416,568,frame2485.jpg
8,cell phone,348,314,378,334,frame2485.jpg
12,laptop,264,383,464,534,frame2485.jpg
17,laptop,549,380,716,466,frame2485.jpg
20,laptop,585,426,810,700,frame2485.jpg
0,keyboard,266,460,396,528,frame2486.jpg
2,keyboard,637,564,722,672,frame2486.jpg
4,cell phone,370,534,416,568,frame2486.jpg
5,cell phone,348,314,378,334,frame2486.jpg
9,laptop,264,383,464,534,frame2486.jpg
14,laptop,549,379,716,466,frame2486.jpg
17,laptop,586,425,810,700,frame2486.jpg
0,keyboard,264,461,396,528,frame2487.jpg
1,laptop,726,372,782,420,frame2487.jpg
2,keyboard,637,564,722,672,frame2487.jpg
4,mouse,370,534,416,568,frame2487.jpg
5,cell phone,348,313,378,333,frame2487.jpg
6,cell phone,370,534,417,568,frame2487.jpg
10,laptop,264,383,463,534,frame2487.jpg
15,laptop,549,380,716,466,frame2487.jpg
17,laptop,586,425,810,700,frame2487.jpg
0,keyboard,266,460,396,528,frame2488.jpg
1,keyboard,636,564,722,672,frame2488.jpg
3,laptop,726,372,782,424,frame2488.jpg
4,mouse,370,535,416,567,frame2488.jpg
5,cell phone,348,313,380,334,frame2488.jpg
6,cell phone,370,534,417,568,frame2488.jpg
10,laptop,264,382,464,534,frame2488.jpg
15,laptop,549,380,716,466,frame2488.jpg
18,laptop,586,426,810,700,frame2488.jpg
0,keyboard,266,460,396,528,frame2489.jpg
1,keyboard,636,565,722,672,frame2489.jpg
3,laptop,726,372,782,427,frame2489.jpg
4,mouse,370,535,416,567,frame2489.jpg
5,cell phone,370,534,416,568,frame2489.jpg
6,cell phone,349,313,380,334,frame2489.jpg
10,laptop,264,383,464,534,frame2489.jpg
15,laptop,549,379,716,466,frame2489.jpg
18,laptop,586,426,810,700,frame2489.jpg
0,tie,883,326,903,390,frame2490.jpg
1,keyboard,638,566,722,676,frame2490.jpg
3,cell phone,349,312,379,335,frame2490.jpg
4,cell phone,370,534,416,567,frame2490.jpg
5,laptop,726,372,782,427,frame2490.jpg
9,laptop,264,382,464,534,frame2490.jpg
13,laptop,550,379,716,466,frame2490.jpg
17,laptop,586,426,810,700,frame2490.jpg
0,cell phone,330,308,358,339,frame2491.jpg
1,tie,872,542,910,714,frame2491.jpg
2,keyboard,268,462,394,526,frame2491.jpg
3,tie,882,326,904,391,frame2491.jpg
4,keyboard,637,564,722,672,frame2491.jpg
6,cell phone,370,534,416,568,frame2491.jpg
7,cell phone,348,312,377,336,frame2491.jpg
11,laptop,726,372,784,429,frame2491.jpg
12,laptop,264,382,464,536,frame2491.jpg
17,laptop,550,379,716,466,frame2491.jpg
20,laptop,586,426,810,700,frame2491.jpg
0,cell phone,330,308,359,340,frame2492.jpg
1,keyboard,268,461,394,528,frame2492.jpg
2,keyboard,636,570,724,675,frame2492.jpg
4,cell phone,370,534,416,568,frame2492.jpg
5,cell phone,349,312,374,336,frame2492.jpg
8,laptop,726,372,784,429,frame2492.jpg
10,laptop,264,382,464,534,frame2492.jpg
15,laptop,550,380,716,466,frame2492.jpg
18,laptop,586,427,810,700,frame2492.jpg
1,keyboard,266,460,396,528,frame2493.jpg
2,keyboard,635,569,725,675,frame2493.jpg
4,mouse,370,535,416,567,frame2493.jpg
5,cell phone,370,534,416,568,frame2493.jpg
6,cell phone,350,312,376,336,frame2493.jpg
9,laptop,726,372,784,427,frame2493.jpg
11,laptop,264,382,464,534,frame2493.jpg
15,laptop,550,379,716,466,frame2493.jpg
19,laptop,586,426,810,700,frame2493.jpg
0,keyboard,266,460,396,528,frame2494.jpg
1,keyboard,637,565,722,672,frame2494.jpg
3,tie,873,538,915,718,frame2494.jpg
4,tie,884,327,904,382,frame2494.jpg
6,cell phone,370,534,417,568,frame2494.jpg
7,cell phone,348,313,378,335,frame2494.jpg
10,laptop,726,372,788,431,frame2494.jpg
12,laptop,264,382,464,534,frame2494.jpg
16,laptop,549,379,716,466,frame2494.jpg
20,laptop,586,426,810,700,frame2494.jpg
0,keyboard,267,460,396,528,frame2495.jpg
1,keyboard,637,565,722,672,frame2495.jpg
4,mouse,370,534,417,568,frame2495.jpg
5,tie,883,326,903,375,frame2495.jpg
6,cell phone,370,534,417,568,frame2495.jpg
7,cell phone,351,313,380,334,frame2495.jpg
11,laptop,264,382,464,534,frame2495.jpg
12,laptop,725,371,790,446,frame2495.jpg
17,laptop,549,380,716,466,frame2495.jpg
19,laptop,586,425,810,700,frame2495.jpg
0,keyboard,278,463,397,524,frame2496.jpg
3,keyboard,637,565,721,671,frame2496.jpg
4,mouse,370,535,417,567,frame2496.jpg
5,cell phone,370,534,417,568,frame2496.jpg
6,tie,881,326,903,364,frame2496.jpg
7,cell phone,352,312,380,332,frame2496.jpg
11,laptop,264,384,464,534,frame2496.jpg
13,laptop,725,371,795,450,frame2496.jpg
18,laptop,550,379,716,465,frame2496.jpg
20,laptop,586,425,810,700,frame2496.jpg
0,keyboard,280,462,398,524,frame2497.jpg
1,tie,921,527,945,592,frame2497.jpg
2,tie,892,524,946,680,frame2497.jpg
4,keyboard,637,566,722,672,frame2497.jpg
5,tie,888,324,906,352,frame2497.jpg
6,cell phone,350,311,383,332,frame2497.jpg
7,mouse,370,534,417,568,frame2497.jpg
12,laptop,264,383,464,534,frame2497.jpg
14,laptop,725,372,806,465,frame2497.jpg
18,laptop,549,379,717,466,frame2497.jpg
19,laptop,587,424,809,700,frame2497.jpg
0,keyboard,266,461,396,528,frame2498.jpg
3,keyboard,637,565,722,672,frame2498.jpg
4,mouse,370,534,417,568,frame2498.jpg
5,cell phone,370,534,417,568,frame2498.jpg
6,cell phone,352,311,382,332,frame2498.jpg
10,tie,886,516,955,714,frame2498.jpg
12,laptop,264,382,464,534,frame2498.jpg
15,laptop,726,372,834,476,frame2498.jpg
16,laptop,549,379,716,466,frame2498.jpg
18,laptop,586,425,808,699,frame2498.jpg
0,keyboard,266,461,395,528,frame2499.jpg
2,keyboard,637,565,721,672,frame2499.jpg
3,cell phone,370,534,417,568,frame2499.jpg
4,mouse,370,535,416,567,frame2499.jpg
5,tie,878,512,954,713,frame2499.jpg
6,cell phone,352,311,379,333,frame2499.jpg
11,laptop,264,383,464,534,frame2499.jpg
14,laptop,726,372,838,477,frame2499.jpg
16,laptop,549,379,716,466,frame2499.jpg
17,laptop,586,426,810,700,frame2499.jpg
0,tie,932,510,952,550,frame2500.jpg
2,keyboard,638,566,722,672,frame2500.jpg
3,cell phone,370,534,417,568,frame2500.jpg
4,mouse,370,535,416,567,frame2500.jpg
5,cell phone,352,312,377,334,frame2500.jpg
6,tie,876,510,952,713,frame2500.jpg
11,laptop,265,382,464,534,frame2500.jpg
14,laptop,726,373,840,477,frame2500.jpg
16,laptop,549,379,716,466,frame2500.jpg
17,laptop,586,425,810,700,frame2500.jpg
0,keyboard,267,462,395,528,frame2501.jpg
2,tie,932,512,952,552,frame2501.jpg
4,keyboard,637,566,721,672,frame2501.jpg
5,tie,875,510,953,714,frame2501.jpg
6,mouse,370,534,417,568,frame2501.jpg
7,cell phone,370,534,417,568,frame2501.jpg
8,cell phone,351,312,377,334,frame2501.jpg
13,laptop,264,383,464,535,frame2501.jpg
16,laptop,726,373,838,477,frame2501.jpg
18,laptop,549,379,716,466,frame2501.jpg
19,laptop,586,424,810,700,frame2501.jpg
0,keyboard,278,463,397,524,frame2502.jpg
3,keyboard,637,566,722,672,frame2502.jpg
4,tie,874,510,952,714,frame2502.jpg
5,tie,932,511,954,553,frame2502.jpg
6,mouse,370,535,417,567,frame2502.jpg
7,cell phone,351,312,378,334,frame2502.jpg
12,laptop,264,382,464,534,frame2502.jpg
14,laptop,725,373,841,476,frame2502.jpg
17,laptop,549,379,716,465,frame2502.jpg
18,laptop,587,424,809,700,frame2502.jpg
0,laptop,880,271,948,330,frame2503.jpg
1,keyboard,268,461,395,528,frame2503.jpg
3,keyboard,638,565,722,671,frame2503.jpg
4,tie,932,511,954,554,frame2503.jpg
5,mouse,370,534,417,568,frame2503.jpg
6,cell phone,370,534,417,568,frame2503.jpg
7,cell phone,351,312,378,334,frame2503.jpg
8,tie,876,510,954,714,frame2503.jpg
13,laptop,264,382,464,534,frame2503.jpg
15,laptop,725,373,842,477,frame2503.jpg
17,laptop,550,379,716,466,frame2503.jpg
19,laptop,586,424,810,700,frame2503.jpg
1,keyboard,266,460,397,528,frame2504.jpg
2,keyboard,638,565,722,671,frame2504.jpg
3,tie,874,510,956,714,frame2504.jpg
4,tie,933,511,954,554,frame2504.jpg
5,cell phone,370,534,417,567,frame2504.jpg
6,mouse,370,534,417,568,frame2504.jpg
7,cell phone,352,311,380,334,frame2504.jpg
12,laptop,263,382,464,533,frame2504.jpg
14,laptop,725,373,847,478,frame2504.jpg
17,laptop,550,379,716,466,frame2504.jpg
18,laptop,587,424,809,700,frame2504.jpg
1,keyboard,638,565,722,672,frame2505.jpg
2,tie,933,512,953,554,frame2505.jpg
3,tie,874,510,954,714,frame2505.jpg
4,cell phone,370,534,417,568,frame2505.jpg
5,mouse,370,535,417,567,frame2505.jpg
6,cell phone,352,311,379,334,frame2505.jpg
11,laptop,264,382,464,533,frame2505.jpg
13,laptop,725,373,848,478,frame2505.jpg
16,laptop,549,379,716,465,frame2505.jpg
17,laptop,586,425,810,700,frame2505.jpg
0,keyboard,260,461,403,531,frame2506.jpg
2,keyboard,637,565,722,672,frame2506.jpg
3,tie,930,512,956,584,frame2506.jpg
5,mouse,370,534,417,568,frame2506.jpg
6,cell phone,370,534,417,568,frame2506.jpg
7,cell phone,353,310,379,332,frame2506.jpg
11,laptop,258,380,466,536,frame2506.jpg
13,laptop,725,373,848,478,frame2506.jpg
16,laptop,550,379,716,466,frame2506.jpg
17,laptop,587,425,809,700,frame2506.jpg
1,keyboard,259,460,406,530,frame2507.jpg
2,tie,934,515,957,561,frame2507.jpg
3,keyboard,638,566,722,672,frame2507.jpg
4,tie,876,513,954,715,frame2507.jpg
5,cell phone,353,310,380,331,frame2507.jpg
7,cell phone,370,534,417,568,frame2507.jpg
8,mouse,370,534,416,568,frame2507.jpg
12,laptop,260,384,464,534,frame2507.jpg
14,laptop,725,373,845,477,frame2507.jpg
16,laptop,550,379,716,466,frame2507.jpg
17,laptop,586,425,809,700,frame2507.jpg
0,tie,874,514,956,714,frame2508.jpg
3,keyboard,637,564,722,672,frame2508.jpg
4,tie,933,514,953,554,frame2508.jpg
6,cell phone,353,310,381,332,frame2508.jpg
7,mouse,370,535,417,568,frame2508.jpg
11,laptop,261,382,464,534,frame2508.jpg
13,laptop,725,373,844,478,frame2508.jpg
15,laptop,550,379,716,466,frame2508.jpg
16,laptop,586,425,810,700,frame2508.jpg
1,cell phone,626,223,667,277,frame2509.jpg
2,tie,876,513,956,714,frame2509.jpg
4,keyboard,637,564,721,672,frame2509.jpg
5,tie,932,512,954,554,frame2509.jpg
6,mouse,370,534,417,568,frame2509.jpg
8,cell phone,353,310,380,332,frame2509.jpg
9,cell phone,370,534,417,568,frame2509.jpg
13,laptop,262,382,463,534,frame2509.jpg
15,laptop,725,373,843,477,frame2509.jpg
17,laptop,550,379,716,466,frame2509.jpg
18,laptop,586,426,809,700,frame2509.jpg
0,tie,876,514,954,714,frame2510.jpg
2,keyboard,638,565,722,672,frame2510.jpg
3,tie,932,512,954,552,frame2510.jpg
5,mouse,370,534,417,568,frame2510.jpg
6,cell phone,370,534,417,568,frame2510.jpg
7,cell phone,352,310,379,333,frame2510.jpg
11,laptop,262,382,464,534,frame2510.jpg
13,laptop,725,373,843,477,frame2510.jpg
15,laptop,549,379,716,465,frame2510.jpg
16,laptop,586,426,810,700,frame2510.jpg
1,tie,931,512,954,554,frame2511.jpg
2,keyboard,637,565,722,672,frame2511.jpg
3,tie,873,512,953,714,frame2511.jpg
4,cell phone,624,222,664,278,frame2511.jpg
6,mouse,370,534,417,568,frame2511.jpg
7,cell phone,370,534,417,568,frame2511.jpg
8,cell phone,352,310,381,333,frame2511.jpg
12,laptop,261,382,464,534,frame2511.jpg
14,laptop,725,374,841,477,frame2511.jpg
16,laptop,550,379,716,466,frame2511.jpg
17,laptop,586,426,810,700,frame2511.jpg
2,tie,933,515,956,560,frame2512.jpg
3,tie,875,514,953,714,frame2512.jpg
4,keyboard,637,565,721,672,frame2512.jpg
5,cell phone,624,223,664,278,frame2512.jpg
7,mouse,370,535,416,567,frame2512.jpg
8,cell phone,370,534,417,568,frame2512.jpg
9,cell phone,352,311,381,333,frame2512.jpg
13,laptop,260,382,463,534,frame2512.jpg
15,laptop,726,373,840,477,frame2512.jpg
17,laptop,549,379,716,465,frame2512.jpg
18,laptop,586,426,810,700,frame2512.jpg
0,keyboard,264,458,407,529,frame2513.jpg
1,tie,932,512,952,553,frame2513.jpg
4,keyboard,637,566,721,672,frame2513.jpg
5,cell phone,624,224,663,278,frame2513.jpg
6,cell phone,370,534,417,568,frame2513.jpg
8,cell phone,352,310,380,332,frame2513.jpg
12,laptop,262,382,463,534,frame2513.jpg
14,laptop,726,373,840,477,frame2513.jpg
16,laptop,550,379,716,466,frame2513.jpg
17,laptop,586,425,809,700,frame2513.jpg
1,keyboard,262,456,405,530,frame2514.jpg
2,cell phone,624,226,664,278,frame2514.jpg
4,keyboard,637,565,722,671,frame2514.jpg
6,mouse,370,534,417,568,frame2514.jpg
7,cell phone,370,534,417,568,frame2514.jpg
8,cell phone,352,311,380,333,frame2514.jpg
12,laptop,260,384,463,534,frame2514.jpg
15,laptop,725,373,839,476,frame2514.jpg
16,laptop,549,379,716,465,frame2514.jpg
17,laptop,586,425,809,700,frame2514.jpg
2,keyboard,637,566,722,672,frame2515.jpg
4,cell phone,370,534,417,568,frame2515.jpg
5,cell phone,353,310,380,332,frame2515.jpg
9,laptop,258,383,463,534,frame2515.jpg
12,laptop,725,373,837,476,frame2515.jpg
13,laptop,550,379,716,465,frame2515.jpg
14,laptop,586,425,810,700,frame2515.jpg
1,tie,877,514,946,714,frame2516.jpg
2,keyboard,638,566,722,672,frame2516.jpg
3,cell phone,177,261,221,322,frame2516.jpg
4,mouse,370,534,417,568,frame2516.jpg
5,cell phone,370,534,417,568,frame2516.jpg
6,cell phone,354,310,379,332,frame2516.jpg
10,laptop,256,383,463,534,frame2516.jpg
14,laptop,725,372,837,476,frame2516.jpg
15,laptop,550,379,716,465,frame2516.jpg
16,laptop,586,425,810,700,frame2516.jpg
1,tie,876,512,946,714,frame2517.jpg
2,keyboard,638,566,722,672,frame2517.jpg
3,mouse,370,534,417,568,frame2517.jpg
5,cell phone,370,534,417,568,frame2517.jpg
6,cell phone,353,310,380,331,frame2517.jpg
9,laptop,261,382,462,534,frame2517.jpg
13,laptop,550,379,716,466,frame2517.jpg
14,laptop,726,372,834,475,frame2517.jpg
16,laptop,586,424,809,700,frame2517.jpg
1,cell phone,178,265,222,324,frame2518.jpg
3,keyboard,638,565,722,671,frame2518.jpg
4,mouse,370,534,417,568,frame2518.jpg
6,cell phone,370,534,417,568,frame2518.jpg
7,cell phone,353,310,380,331,frame2518.jpg
10,laptop,256,382,462,534,frame2518.jpg
14,laptop,726,373,834,475,frame2518.jpg
15,laptop,549,379,716,466,frame2518.jpg
17,laptop,586,425,809,700,frame2518.jpg
1,keyboard,638,566,722,672,frame2519.jpg
2,cell phone,370,535,417,568,frame2519.jpg
4,mouse,370,535,417,568,frame2519.jpg
5,cell phone,350,310,383,332,frame2519.jpg
9,laptop,257,382,462,534,frame2519.jpg
12,laptop,549,379,716,466,frame2519.jpg
13,laptop,726,373,834,475,frame2519.jpg
14,laptop,586,425,809,700,frame2519.jpg
1,cup,181,264,224,326,frame2520.jpg
2,tie,874,514,946,716,frame2520.jpg
3,cell phone,181,264,226,325,frame2520.jpg
5,keyboard,637,565,721,671,frame2520.jpg
6,cell phone,370,534,417,568,frame2520.jpg
8,mouse,370,534,417,568,frame2520.jpg
9,cell phone,350,309,384,332,frame2520.jpg
12,laptop,248,383,464,534,frame2520.jpg
16,laptop,550,379,716,466,frame2520.jpg
17,laptop,725,373,833,475,frame2520.jpg
18,laptop,586,426,809,700,frame2520.jpg
0,tie,875,513,951,715,frame2521.jpg
2,keyboard,638,565,722,671,frame2521.jpg
4,cell phone,354,310,384,332,frame2521.jpg
5,mouse,370,534,417,568,frame2521.jpg
8,laptop,249,382,464,534,frame2521.jpg
12,laptop,726,373,834,476,frame2521.jpg
13,laptop,550,379,716,466,frame2521.jpg
